ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,CIBIL_Score,Age,Debt_to_Income,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Loan_Status_Y
1378,1881.0,167.0,360.0,1.0,469,49,0.1211901306240928,False,True,False,True,False,False,False,False,True,False
6000,2250.0,265.0,360.0,1.0,851,57,0.0441666666666666,True,True,False,False,False,False,False,True,False,False
3988,0.0,50.0,240.0,1.0,734,21,0.0125376128385155,True,True,True,False,False,False,False,False,True,True
2366,2531.0,136.0,360.0,1.0,755,41,0.0574809805579036,True,False,False,False,False,False,False,True,False,True
3333,2000.0,99.0,360.0,1.0,617,51,0.0297029702970297,True,True,False,True,False,True,False,True,False,True
2500,2118.0,104.0,360.0,1.0,472,33,0.0416,True,True,False,False,False,False,False,True,False,True
8566,0.0,210.0,360.0,1.0,426,34,0.0245155265001167,True,False,False,False,False,False,False,False,True,True
5695,4167.0,175.0,360.0,1.0,641,54,0.0307287093942054,True,True,False,False,False,False,False,True,False,True
2958,2900.0,131.0,360.0,1.0,497,46,0.0442866801893171,True,True,False,False,False,False,False,True,False,True
6250,5654.0,188.0,180.0,1.0,661,34,0.03008,True,True,False,True,False,False,False,True,False,True
3273,1820.0,81.0,360.0,1.0,553,47,0.0247479376718606,True,True,False,True,False,True,False,False,True,True
4133,0.0,122.0,360.0,1.0,832,44,0.0295185095572223,True,False,False,False,False,False,False,True,False,True
3620,0.0,25.0,120.0,1.0,463,21,0.0069060773480662,True,False,False,False,False,True,False,True,False,True
6782,0.0,146.41216216216216,360.0,1.0,673,39,0.0215883459395697,True,False,False,False,False,False,False,False,True,False
2484,2302.0,137.0,360.0,1.0,676,29,0.0551529790660225,False,True,False,False,False,False,False,True,False,True
1977,997.0,50.0,360.0,1.0,794,49,0.0252908447142134,True,True,False,False,False,False,False,True,False,True
4188,0.0,115.0,180.0,1.0,415,27,0.0274594078319006,True,True,False,False,False,True,False,True,False,True
1759,3541.0,131.0,360.0,1.0,645,36,0.0744741330301307,True,True,False,False,False,False,False,True,False,True
4288,3263.0,133.0,180.0,1.0,634,41,0.0310167910447761,True,True,False,True,False,True,False,False,True,True
4843,3806.0,151.0,360.0,1.0,358,54,0.0311790212678092,True,False,False,False,False,False,False,True,False,True
13650,0.0,146.41216216216216,360.0,1.0,814,55,0.0107261657261657,True,True,False,False,False,False,False,False,True,True
4652,3583.0,146.41216216216216,360.0,1.0,507,55,0.0314729497339127,True,True,False,False,False,False,False,True,False,True
3816,754.0,160.0,360.0,1.0,426,33,0.0419287211740041,True,True,False,False,False,False,False,False,True,True
3052,1030.0,100.0,360.0,1.0,574,52,0.0327653997378768,True,True,True,False,False,False,False,False,True,True
11417,1126.0,225.0,360.0,1.0,886,32,0.0197074537969694,True,True,False,True,False,False,False,False,True,True
7333,0.0,120.0,360.0,1.0,705,55,0.0163643801990999,True,False,False,False,False,True,False,False,False,False
3800,3600.0,216.0,360.0,0.0,481,50,0.0568421052631578,True,True,False,True,False,False,False,False,True,False
2071,754.0,94.0,480.0,1.0,847,57,0.0453887011105746,True,True,False,False,True,True,False,True,False,True
5316,0.0,136.0,360.0,1.0,518,33,0.0255831452219714,True,False,False,False,False,False,False,False,True,True
2929,2333.0,139.0,360.0,1.0,706,53,0.0474564697849095,False,True,False,False,False,False,False,True,False,True
3572,4114.0,152.0,360.0,0.0,473,23,0.0425531914893617,True,True,False,False,False,True,False,False,False,False
7451,0.0,146.41216216216216,360.0,1.0,535,48,0.0196500016322858,False,False,True,False,False,False,True,True,False,True
5050,0.0,118.0,360.0,1.0,339,44,0.0233663366336633,True,False,False,False,False,False,False,True,False,True
14583,0.0,185.0,180.0,1.0,458,35,0.0126860042515257,True,True,True,False,False,False,False,False,False,True
3167,2283.0,154.0,360.0,1.0,750,29,0.0486264603725923,False,True,False,False,False,False,False,True,False,True
2214,1398.0,85.0,360.0,1.0,433,32,0.0383920505871725,True,True,True,False,False,False,False,False,True,True
5568,2142.0,175.0,360.0,1.0,423,34,0.0314295977011494,True,True,False,False,False,False,False,False,False,False
10408,0.0,259.0,360.0,1.0,828,55,0.0248847040737893,False,False,False,False,False,False,False,False,True,True
5667,2667.0,180.0,360.0,1.0,613,48,0.0317628374801482,True,True,False,False,False,False,False,False,False,True
4166,0.0,44.0,360.0,1.0,738,51,0.0105616898703792,False,False,False,False,False,False,False,True,False,True
2137,8980.0,137.0,360.0,0.0,390,51,0.0641085634066448,False,False,False,False,False,False,False,True,False,True
2957,0.0,81.0,360.0,1.0,653,28,0.0273926276631721,True,True,False,True,False,False,False,True,False,True
4300,2014.0,194.0,360.0,1.0,680,42,0.0451162790697674,True,True,False,False,False,True,False,False,False,True
3692,0.0,93.0,360.0,1.0,622,46,0.0251895991332611,False,False,False,False,False,False,False,False,False,True
23803,0.0,370.0,360.0,1.0,596,49,0.0155442591270007,True,True,False,False,True,False,False,False,False,True
3865,1640.0,146.41216216216216,360.0,1.0,629,42,0.0378815426034054,True,False,False,False,False,False,False,False,False,True
10513,3850.0,160.0,180.0,0.0,542,26,0.015219252354228,True,True,True,False,False,False,True,False,True,False
6080,2569.0,182.0,360.0,1.0,656,56,0.0299342105263157,True,True,False,False,False,False,False,False,False,False
20166,0.0,650.0,480.0,1.0,633,30,0.0322324704948923,True,False,False,False,False,False,True,False,True,True
2014,1929.0,74.0,360.0,1.0,654,25,0.0367428003972194,True,False,False,False,False,False,False,False,True,True
2718,0.0,70.0,360.0,1.0,729,34,0.0257542310522442,True,False,False,False,False,False,False,True,False,True
3459,0.0,25.0,120.0,1.0,409,39,0.0072275224053194,True,True,False,False,False,False,True,True,False,True
4895,0.0,102.0,360.0,1.0,841,29,0.0208375893769152,True,False,False,False,False,False,False,True,False,True
4000,7750.0,290.0,360.0,1.0,420,34,0.0725,True,True,False,False,True,False,False,True,False,False
4583,0.0,84.0,360.0,1.0,385,33,0.0183286057167794,False,True,False,False,False,False,False,False,False,False
3316,3500.0,88.0,360.0,1.0,408,34,0.0265379975874547,True,True,False,True,False,False,True,False,True,True
14999,0.0,242.0,360.0,0.0,754,51,0.0161344089605973,True,False,False,False,False,False,False,True,False,False
4200,1430.0,129.0,360.0,1.0,531,21,0.0307142857142857,True,True,False,True,False,True,False,False,False,False
5042,2083.0,185.0,360.0,1.0,344,38,0.0366917889726299,True,True,False,True,False,False,False,False,False,False
5417,0.0,168.0,360.0,1.0,529,52,0.0310134760937788,True,False,False,False,False,False,False,False,True,True
6950,0.0,175.0,180.0,1.0,332,55,0.0251798561151079,True,False,False,False,False,False,True,True,False,True
2698,2034.0,122.0,360.0,1.0,772,57,0.0452186805040771,True,True,False,False,False,False,False,True,False,True
11757,0.0,187.0,180.0,1.0,339,53,0.0159054180488219,True,True,False,True,False,False,False,False,True,True
2330,4486.0,100.0,360.0,1.0,503,29,0.0429184549356223,False,True,False,False,False,False,False,True,False,True
14866,0.0,70.0,360.0,1.0,759,33,0.0047087313332436,False,True,False,True,False,False,False,False,True,True
1538,1425.0,30.0,360.0,1.0,798,22,0.0195058517555266,True,True,True,False,False,False,False,False,True,True
10000,1666.0,225.0,360.0,1.0,366,27,0.0225,False,False,False,False,False,False,False,False,False,False
4860,830.0,125.0,360.0,1.0,768,52,0.0257201646090535,True,True,False,False,False,False,False,True,False,True
6277,0.0,118.0,360.0,0.0,412,42,0.0187987892305241,True,False,False,False,False,False,False,False,False,False
2577,3750.0,152.0,360.0,1.0,438,48,0.0589833139309274,True,True,False,False,False,False,True,False,False,True
9166,0.0,244.0,360.0,1.0,747,59,0.026620117826751,True,False,False,False,False,False,False,False,True,False
2281,0.0,113.0,360.0,1.0,572,33,0.0495396755808855,True,True,False,True,False,True,False,False,False,False
3254,0.0,50.0,360.0,1.0,504,56,0.0153657037492317,True,False,False,False,False,False,False,False,True,True
39999,0.0,600.0,180.0,0.0,751,57,0.0150003750093752,True,True,False,False,True,False,False,True,False,True
6000,0.0,160.0,360.0,1.0,476,36,0.0266666666666666,True,True,True,False,False,False,False,False,False,True
9538,0.0,187.0,360.0,1.0,723,44,0.0196057873768085,True,True,True,False,False,False,False,False,True,True
2980,2083.0,120.0,360.0,1.0,495,34,0.0402684563758389,True,False,False,False,False,False,False,False,False,True
4583,5625.0,255.0,360.0,1.0,638,33,0.0556404102116517,True,True,False,False,False,False,False,True,False,True
1863,1041.0,98.0,360.0,1.0,503,43,0.0526033279656468,True,True,False,False,False,True,False,True,False,True
7933,0.0,275.0,360.0,1.0,569,45,0.0346653220723559,True,True,False,False,False,False,False,False,True,False
3089,1280.0,121.0,360.0,0.0,895,25,0.0391712528326319,True,True,True,False,False,False,False,True,False,False
4167,1447.0,158.0,360.0,1.0,622,38,0.0379169666426685,True,True,False,True,False,False,False,False,False,True
9323,0.0,75.0,180.0,1.0,726,46,0.0080446208302048,True,True,False,False,False,False,False,False,True,True
3707,3166.0,182.0,360.0,1.0,585,51,0.0490963042891826,True,True,False,False,False,False,False,False,False,True
4583,0.0,112.0,360.0,1.0,546,32,0.0244381409557058,False,True,False,False,False,False,False,False,False,False
2439,3333.0,129.0,360.0,1.0,533,25,0.052890528905289,True,True,False,False,False,False,False,False,False,True
2237,0.0,63.0,480.0,0.0,318,21,0.0281627179257934,True,False,False,False,False,False,False,True,False,False
8000,0.0,200.0,360.0,1.0,357,48,0.025,True,True,False,True,False,False,False,True,False,True
1820,1769.0,95.0,360.0,1.0,499,44,0.0521978021978022,True,True,False,False,False,True,False,False,False,True
51763,0.0,700.0,300.0,1.0,863,28,0.013523172922744,True,True,False,False,True,False,False,False,True,True
3522,0.0,81.0,180.0,1.0,352,37,0.0229982964224872,True,True,False,False,True,True,False,False,False,False
5708,5625.0,187.0,360.0,1.0,726,35,0.0327610371408549,True,True,False,False,False,False,False,True,False,True
4344,736.0,87.0,360.0,1.0,561,35,0.0200276243093922,True,True,False,False,False,True,True,True,False,False
3497,1964.0,116.0,360.0,1.0,536,39,0.0331712896768658,True,True,False,False,False,False,False,False,False,True
2045,1619.0,101.0,360.0,1.0,860,47,0.0493887530562347,True,True,False,True,False,False,False,False,False,True
5516,11300.0,495.0,360.0,0.0,577,33,0.0897389412617839,True,True,False,False,True,False,False,True,False,False
3750,0.0,116.0,360.0,1.0,603,38,0.0309333333333333,True,True,True,False,False,False,False,True,False,True
2333,1451.0,102.0,480.0,0.0,658,25,0.0437205315045006,True,False,False,False,False,True,False,False,True,False
6400,7250.0,180.0,360.0,0.0,355,52,0.028125,True,True,True,False,False,False,False,False,True,False
1916,5063.0,67.0,360.0,1.0,385,30,0.0349686847599164,True,False,False,False,False,False,False,False,False,False
4600,0.0,73.0,180.0,1.0,869,59,0.0158695652173913,True,True,False,False,False,False,False,True,False,True
33846,0.0,260.0,360.0,1.0,600,26,0.0076818530993322,True,True,True,False,False,False,False,True,False,False
3625,0.0,108.0,360.0,1.0,546,35,0.0297931034482758,False,True,False,False,False,False,False,True,False,True
39147,4750.0,120.0,360.0,1.0,376,51,0.0030653689937926,True,True,False,False,False,False,True,True,False,True
2178,0.0,66.0,300.0,0.0,705,55,0.0303030303030303,True,True,True,False,False,False,True,False,False,False
2383,2138.0,58.0,360.0,1.0,462,33,0.0243390684011749,True,True,False,False,False,False,False,False,False,True
674,5296.0,168.0,360.0,1.0,417,45,0.2492581602373887,True,True,False,False,False,False,True,False,False,True
9328,0.0,188.0,180.0,1.0,743,44,0.0201543739279588,True,True,False,False,False,False,False,False,False,True
4885,0.0,48.0,360.0,1.0,704,44,0.009825997952917,True,False,False,False,False,True,False,False,False,True
12000,0.0,164.0,360.0,1.0,844,36,0.0136666666666666,True,False,False,False,False,False,False,True,False,False
6033,0.0,160.0,360.0,1.0,629,23,0.0265208022542681,True,True,False,False,False,True,False,False,True,False
3858,0.0,76.0,360.0,1.0,727,21,0.0196993260756868,True,False,False,False,False,False,False,True,False,True
4191,0.0,120.0,360.0,1.0,318,28,0.0286327845382963,True,False,False,False,False,False,False,False,False,True
3125,2583.0,170.0,360.0,1.0,429,52,0.0544,True,True,True,False,False,False,False,True,False,False
8333,3750.0,187.0,360.0,1.0,876,33,0.0224408976359054,True,False,False,False,False,False,False,False,False,True
1907,2365.0,120.0,360.0,1.0,692,57,0.0629260618772941,False,False,False,False,False,True,False,False,True,True
3416,2816.0,113.0,360.0,1.0,811,35,0.03307962529274,False,True,False,False,False,False,False,True,False,True
11000,0.0,83.0,360.0,1.0,558,52,0.0075454545454545,True,False,False,False,False,False,True,False,True,False
2600,2500.0,90.0,360.0,1.0,790,57,0.0346153846153846,True,True,True,False,False,True,False,True,False,True
4923,0.0,166.0,360.0,0.0,663,37,0.0337192768637009,True,False,False,True,False,False,False,True,False,True
3992,0.0,146.41216216216216,180.0,1.0,326,56,0.0366763933271949,True,True,False,False,True,True,False,False,True,False
3500,1083.0,135.0,360.0,1.0,311,23,0.0385714285714285,True,True,True,False,False,True,False,False,True,True
3917,0.0,124.0,360.0,1.0,332,47,0.0316568802655093,True,True,False,True,False,True,False,True,False,True
4408,0.0,120.0,360.0,1.0,772,21,0.0272232304900181,False,False,False,False,False,True,False,True,False,True
3244,0.0,80.0,360.0,1.0,520,30,0.0246609124537607,False,False,False,False,False,False,False,False,True,True
3975,2531.0,55.0,360.0,1.0,535,23,0.0138364779874213,True,False,False,False,False,True,False,False,False,True
2479,0.0,59.0,360.0,1.0,593,23,0.0237999193223073,True,False,False,False,False,False,False,False,True,True
3418,0.0,127.0,360.0,1.0,819,30,0.0371562317144529,True,False,False,False,False,False,False,True,False,False
10000,0.0,214.0,360.0,1.0,838,56,0.0214,False,False,False,False,False,False,False,True,False,False
3430,1250.0,128.0,360.0,0.0,719,38,0.0373177842565597,True,True,False,False,True,False,False,True,False,False
7787,0.0,240.0,360.0,1.0,736,59,0.0308205984332862,True,True,True,False,False,False,True,False,True,True
5703,0.0,130.0,360.0,1.0,369,32,0.0227950201648255,True,True,False,False,True,True,True,False,False,True
3173,3021.0,137.0,360.0,1.0,553,40,0.0431768042861645,True,True,False,False,False,False,False,False,True,True
3850,983.0,100.0,360.0,1.0,798,35,0.0259740259740259,True,True,False,False,True,True,False,True,False,True
150,1800.0,135.0,360.0,1.0,571,39,0.9,True,True,False,False,False,False,False,False,False,False
3727,1775.0,131.0,360.0,1.0,824,59,0.035148913335122,True,True,False,False,False,False,False,True,False,True
5000,0.0,72.0,360.0,0.0,750,58,0.0144,True,True,False,True,False,False,False,True,False,False
4283,2383.0,127.0,360.0,1.0,601,38,0.0296521130049031,False,True,False,True,False,False,False,True,False,True
2221,0.0,60.0,360.0,0.0,767,44,0.0270148581719946,True,True,False,False,False,False,False,False,True,False
4009,1717.0,116.0,360.0,1.0,535,21,0.0289348964829134,True,True,False,True,False,False,False,True,False,True
2971,2791.0,144.0,360.0,1.0,636,43,0.0484685291147761,True,False,False,False,False,False,False,True,False,True
7578,1010.0,175.0,360.0,1.0,436,44,0.0230931644233306,True,True,False,False,False,False,False,True,False,True
6250,0.0,128.0,360.0,1.0,394,45,0.02048,True,True,False,False,False,False,False,True,False,True
3250,0.0,170.0,360.0,1.0,536,38,0.0523076923076923,True,True,False,False,False,False,False,False,False,False
4735,0.0,138.0,360.0,1.0,440,56,0.0291446673706441,True,True,False,False,False,True,True,False,True,False
6250,1695.0,210.0,360.0,1.0,398,30,0.0336,True,True,False,True,False,False,False,True,False,True
4758,0.0,158.0,480.0,1.0,602,55,0.0332072299285414,True,True,False,False,False,False,False,True,False,True
6400,0.0,200.0,360.0,1.0,814,55,0.03125,True,False,False,False,False,False,True,False,False,True
2491,2054.0,104.0,360.0,1.0,811,32,0.041750301083902,True,True,True,False,False,False,False,True,False,True
3716,0.0,42.0,180.0,1.0,892,34,0.011302475780409,True,True,False,False,False,False,False,False,False,True
3189,2598.0,120.0,360.0,1.0,767,39,0.037629350893697,True,False,False,False,False,True,False,False,False,True
8333,0.0,280.0,360.0,1.0,698,54,0.0336013440537621,False,False,False,False,False,False,False,True,False,True
3155,1779.0,140.0,360.0,1.0,803,24,0.0443740095087163,True,True,True,False,False,False,False,True,False,True
5500,1260.0,170.0,360.0,1.0,877,37,0.0309090909090909,True,True,True,False,False,False,False,False,False,True
5746,0.0,255.0,360.0,1.0,370,51,0.044378698224852,True,True,False,False,False,False,False,False,True,False
3463,0.0,122.0,360.0,1.0,492,59,0.035229569737222,False,False,False,False,False,False,True,False,True,True
3812,0.0,112.0,360.0,1.0,324,37,0.0293809024134312,False,False,True,False,False,False,False,False,False,True
3315,0.0,96.0,360.0,1.0,699,28,0.0289592760180995,True,True,True,False,False,False,False,True,False,True
5819,5000.0,120.0,360.0,1.0,771,26,0.020622100017185,True,True,False,True,False,False,False,False,False,True
2510,1983.0,140.0,180.0,1.0,492,57,0.0557768924302788,True,True,True,False,False,True,False,False,True,False
2965,5701.0,155.0,60.0,1.0,389,38,0.0522765598650927,True,False,False,False,False,False,False,False,True,True
6250,1300.0,108.0,360.0,1.0,566,36,0.01728,True,True,False,True,False,False,True,False,False,True
3406,4417.0,123.0,360.0,1.0,692,31,0.0361127422196124,True,True,False,False,False,True,False,True,False,True
6050,4333.0,120.0,180.0,1.0,753,24,0.0198347107438016,True,False,False,False,False,False,True,False,True,False
9703,0.0,112.0,360.0,1.0,845,46,0.0115428218076883,True,True,False,True,False,False,False,False,True,True
6608,0.0,137.0,180.0,1.0,857,42,0.0207324455205811,True,True,True,False,False,True,False,False,True,True
2882,1843.0,123.0,480.0,1.0,765,47,0.042678695350451,True,True,True,False,False,False,False,True,False,True
1809,1868.0,90.0,360.0,1.0,860,24,0.0497512437810945,True,True,False,False,False,False,False,False,True,True
1668,3890.0,201.0,360.0,0.0,649,53,0.1205035971223021,True,True,False,False,False,True,False,True,False,False
3427,0.0,138.0,360.0,1.0,893,33,0.0402684563758389,False,False,False,True,False,False,False,False,True,False
2583,2167.0,104.0,360.0,1.0,777,47,0.0402632597754549,True,False,False,False,False,True,True,False,False,True
2661,7101.0,279.0,180.0,1.0,698,36,0.104847801578354,True,True,True,False,False,True,False,True,False,True
16250,0.0,192.0,360.0,0.0,691,53,0.0118153846153846,True,False,False,False,False,False,True,False,True,False
3083,0.0,255.0,360.0,1.0,830,58,0.0827116445021083,False,False,False,False,True,False,False,False,False,True
6045,0.0,115.0,360.0,0.0,569,22,0.0190239867659222,True,False,False,False,False,True,False,False,False,False
5250,0.0,94.0,360.0,1.0,490,34,0.0179047619047619,True,True,False,False,True,False,False,False,True,False
14683,2100.0,304.0,360.0,1.0,700,26,0.0207042157597221,True,True,False,False,False,False,False,False,False,False
4931,0.0,128.0,360.0,1.0,531,40,0.0259582234840803,True,True,False,False,True,True,False,True,False,False
6083,4250.0,330.0,360.0,1.0,328,29,0.0542495479204339,True,True,True,False,False,False,False,False,True,True
2060,2209.0,134.0,360.0,1.0,753,56,0.0650485436893203,True,False,False,False,False,False,False,True,False,True
